"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","DR-TC329: Verificar que no se pueda obtener el registro fotográfico de pacientecon token invalido","tests.Patient","Mon Nov 10 20:51:04 UTC 2025","passed","Mon Nov 10 20:51:04 UTC 2025","","test_DR_US_11_GET_patient_photographic_record","",""
"","199","DR-TC260: Verificar que no se pueda actualizar un paciente con mother_name con un valor vacio","tests.Patient","Mon Nov 10 20:49:41 UTC 2025","passed","Mon Nov 10 20:49:41 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","179","DR-TC325: Verificar obtención de registro fotográfico de un paciente","tests.Patient","Mon Nov 10 20:51:03 UTC 2025","passed","Mon Nov 10 20:51:04 UTC 2025","","test_DR_US_11_GET_patient_photographic_record","",""
"","0","DR-TC122: Verificar que no se pueda actualizar un profesional con country con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:41 UTC 2025","skipped","Mon Nov 10 20:52:41 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC119: Verificar que no se pueda actualizar un profesional con specialty con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:37 UTC 2025","skipped","Mon Nov 10 20:52:37 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","181","DR-TC35: Verificar que no se registre un profesional con photo_path con un formatoinválido","tests.Professional","Mon Nov 10 20:51:14 UTC 2025","passed","Mon Nov 10 20:51:14 UTC 2025","","test_DR_US_02_POST_professional","",""
"","208","DR-TC95: Verificar que se pueda actualizar un profesional con sex femenino","tests.Professional","Mon Nov 10 20:52:03 UTC 2025","passed","Mon Nov 10 20:52:03 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","522","DR-TC197: Verificar que no se registre un paciente con date_of_birth en formato inválido aaaa/dd/mm","tests.Patient","Mon Nov 10 20:48:32 UTC 2025","passed","Mon Nov 10 20:48:32 UTC 2025","","test_DR_US_06_POST_patient","",""
"","204","DR-TC295: Verificar rechazo en actualizar un paciente con first_name excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:31 UTC 2025","skipped","Mon Nov 10 20:50:31 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","166","DR-TC79: Verificar fallo en obtención de lista de profesionales con método HTTP incorrecto PATCH","tests.Professional","Mon Nov 10 20:51:41 UTC 2025","passed","Mon Nov 10 20:51:41 UTC 2025","","test_DR_US_03_GET_professional","",""
"","1025","DR-TC41: Verificar rechazo en la creación de profesional con province excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:17 UTC 2025","skipped","Mon Nov 10 20:51:18 UTC 2025","","test_DR_US_02_POST_professional","",""
"","233","DR-TC90: Verificar actualización exitosa de un profesional modificando solo el campo phone","tests.Professional","Mon Nov 10 20:51:55 UTC 2025","passed","Mon Nov 10 20:51:56 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","169","DR-TC163: Verificar eliminación de profesional fallida con token sin permisos","tests.Professional","Mon Nov 10 20:53:31 UTC 2025","passed","Mon Nov 10 20:53:31 UTC 2025","","test_DR_US_05_DELETE_professional","",""
"","255","DR-TC103: Verificar que no se pueda actualizar un profesional con first_name con un valor vacio","tests.Professional","Mon Nov 10 20:52:15 UTC 2025","passed","Mon Nov 10 20:52:15 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","174","DR-TC160: Verificar que no se pueda eliminar un profesional con ID no existente","tests.Professional","Mon Nov 10 20:53:31 UTC 2025","passed","Mon Nov 10 20:53:31 UTC 2025","","test_DR_US_05_DELETE_professional","",""
"","194","DR-TC226: Verificar obtención de lista de pacientes","tests.Patient","Mon Nov 10 20:48:59 UTC 2025","skipped","Mon Nov 10 20:48:59 UTC 2025","","test_DR_US_07_GET_patient","",""
"","1057","DR-TC42: Verificar rechazo en la creación de profesional con address excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:18 UTC 2025","skipped","Mon Nov 10 20:51:19 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC186: Verificar que no se complete el registro de un paciente con solo caracteres especiales en first_name","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1","DR-TC124: Verificar que no se pueda actualizar un profesional con first_name con caracteres especiales","tests.Professional","Mon Nov 10 20:52:44 UTC 2025","skipped","Mon Nov 10 20:52:44 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","232","DR-TC236: Verificar actualización exitosa de un paciente modificando solo el campo last_name","tests.Patient","Mon Nov 10 20:49:05 UTC 2025","passed","Mon Nov 10 20:49:06 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1687","DR-TC181: Verificar que se puede registrar un paciente con country Perú","tests.Patient","Mon Nov 10 20:48:12 UTC 2025","passed","Mon Nov 10 20:48:14 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC116: Verificar que no se pueda actualizar un profesional con dni con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:34 UTC 2025","skipped","Mon Nov 10 20:52:34 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","198","DR-TC99: Verificar que se pueda actualizar un profesional con country República Dominicana","tests.Professional","Mon Nov 10 20:52:09 UTC 2025","passed","Mon Nov 10 20:52:09 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","228","DR-TC87: Verificar actualización exitosa de un profesional modificando solo el campo address","tests.Professional","Mon Nov 10 20:51:51 UTC 2025","passed","Mon Nov 10 20:51:51 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","415","DR-TC169: Verificar que no se pueda registrar un paciente sin sex","tests.Patient","Mon Nov 10 20:47:59 UTC 2025","passed","Mon Nov 10 20:47:59 UTC 2025","","test_DR_US_06_POST_patient","",""
"","173","DR-TC159: Verificar eliminación de profesional fallida con ID inválido","tests.Professional","Mon Nov 10 20:53:30 UTC 2025","passed","Mon Nov 10 20:53:31 UTC 2025","","test_DR_US_05_DELETE_professional","",""
"","407","DR-TC174: Verificar que no se pueda registrar un paciente sin ref_number_1","tests.Patient","Mon Nov 10 20:48:01 UTC 2025","passed","Mon Nov 10 20:48:02 UTC 2025","","test_DR_US_06_POST_patient","",""
"","232","DR-TC86: Verificar actualización exitosa de un profesional modificando solo el campo province","tests.Professional","Mon Nov 10 20:51:50 UTC 2025","passed","Mon Nov 10 20:51:50 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC284: Verificar que no se pueda actualizar un paciente con address con caracteres especiales","tests.Patient","Mon Nov 10 20:50:14 UTC 2025","skipped","Mon Nov 10 20:50:14 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","233","DR-TC292: Verificar que no se pueda actualizar un paciente con ref_number_1 con un valor inválido","tests.Patient","Mon Nov 10 20:50:26 UTC 2025","skipped","Mon Nov 10 20:50:26 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","238","DR-TC81: Verificar actualización de datos de un profesional con todos los campos válidos","tests.Professional","Mon Nov 10 20:51:42 UTC 2025","passed","Mon Nov 10 20:51:42 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","209","DR-TC29: Verificar que no se registre un profesional con date_of_birth en formato inválido aaaa/dd/mm","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","passed","Mon Nov 10 20:51:10 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC55: Verificar que no se registre un profesional con phone duplicado","tests.Professional","Mon Nov 10 20:51:28 UTC 2025","skipped","Mon Nov 10 20:51:28 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC53: Verificar que no se registre un profesional con personal_email duplicado","tests.Professional","Mon Nov 10 20:51:28 UTC 2025","skipped","Mon Nov 10 20:51:28 UTC 2025","","test_DR_US_02_POST_professional","",""
"","207","DR-TC305: Verificar rechazo en actualizar un paciente con city excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:41 UTC 2025","skipped","Mon Nov 10 20:50:42 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1","DR-TC216: Verificar rechazo en la creación de paciente con photo_path excediendo tamaño máximo","tests.Patient","Mon Nov 10 20:48:57 UTC 2025","skipped","Mon Nov 10 20:48:57 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC59: Verificar que no se complete el registro de un profesional con solo caracteres especiales en province","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","177","DR-TC25: Verificar que no se pueda registrar un profesional sin photo","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","passed","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1817","DR-TC209: Verificar rechazo en la creación de paciente con dni excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:41 UTC 2025","skipped","Mon Nov 10 20:48:42 UTC 2025","","test_DR_US_06_POST_patient","",""
"","234","DR-TC100: Verificar que se pueda actualizar un profesional con country Estados Unidos","tests.Professional","Mon Nov 10 20:52:10 UTC 2025","passed","Mon Nov 10 20:52:10 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","287","DR-TC07: Verificar login fallido con usuario válido y contraseña vacía","tests.Login","Mon Nov 10 20:47:52 UTC 2025","passed","Mon Nov 10 20:47:52 UTC 2025","","test_DR_US_01_Login","",""
"","371","DR-TC321: Verificar registro fotográfico fallido de un paciente con ID inválido","tests.Patient","Mon Nov 10 20:51:02 UTC 2025","passed","Mon Nov 10 20:51:02 UTC 2025","","test_DR_US_10_POST_patient_photographic_record","",""
"","190","DR-TC16: Verificar que no se pueda registrar un profesional sin last_name","tests.Professional","Mon Nov 10 20:51:07 UTC 2025","passed","Mon Nov 10 20:51:07 UTC 2025","","test_DR_US_02_POST_professional","",""
"","194","DR‑TC310: Verificar que no se pueda actualizar un paciente con id invalido","tests.Patient","Mon Nov 10 20:50:51 UTC 2025","passed","Mon Nov 10 20:50:51 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC146: Verificar que no se pueda actualizar dni a un valor ya existente en otro profesional","tests.Professional","Mon Nov 10 20:53:23 UTC 2025","skipped","Mon Nov 10 20:53:23 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","285","DR-TC10: Verificar login fallido con método HTTP incorrecto PUT","tests.Login","Mon Nov 10 20:47:52 UTC 2025","passed","Mon Nov 10 20:47:52 UTC 2025","","test_DR_US_01_Login","",""
"","1","DR-TC225: Verificar fallo en el registro de paciente con payload invalido","tests.Patient","Mon Nov 10 20:48:59 UTC 2025","skipped","Mon Nov 10 20:48:59 UTC 2025","","test_DR_US_06_POST_patient","",""
"","184","DR-TC313: Verificar eliminación de paciente existente","tests.Patient","Mon Nov 10 20:50:55 UTC 2025","passed","Mon Nov 10 20:50:55 UTC 2025","","test_DR_US_09_DELETE_patient","",""
"","0","DR-TC123: Verificar que no se pueda actualizar un profesional con personal_email con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:42 UTC 2025","skipped","Mon Nov 10 20:52:42 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC188: Verificar que no se complete el registro de un paciente con solo caracteres especiales en father_name","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1708","DR-TC194: Verificar que no se registre un paciente con ref_number_1 inválido","tests.Patient","Mon Nov 10 20:48:24 UTC 2025","skipped","Mon Nov 10 20:48:26 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1971","DR-TC208: Verificar rechazo en la creación de paciente con country excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:53 UTC 2025","passed","Mon Nov 10 20:48:55 UTC 2025","","test_DR_US_06_POST_patient","",""
"","231","DR-TC259: Verificar que no se pueda actualizar un paciente con father_name con un valor vacio","tests.Patient","Mon Nov 10 20:49:40 UTC 2025","passed","Mon Nov 10 20:49:40 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","429","DR‑TC234: Verificar actualización de datos de un paciente con todos los campos válidos","tests.Patient","Mon Nov 10 20:49:02 UTC 2025","passed","Mon Nov 10 20:49:03 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","405","DR-TC218: Verificar que no se pueda crear un paciente sin autenticación","tests.Patient","Mon Nov 10 20:48:57 UTC 2025","passed","Mon Nov 10 20:48:57 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC115: Verificar que no se pueda actualizar un profesional con last_name con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:32 UTC 2025","skipped","Mon Nov 10 20:52:32 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","370","DR-TC324: Verificar registro fotográfico fallido de paciente con token invalido","tests.Patient","Mon Nov 10 20:51:03 UTC 2025","passed","Mon Nov 10 20:51:03 UTC 2025","","test_DR_US_10_POST_patient_photographic_record","",""
"","1","DR-TC277: Verificar que no se pueda actualizar un paciente con fissure_type con un valor de solo espacios","tests.Patient","Mon Nov 10 20:50:05 UTC 2025","skipped","Mon Nov 10 20:50:05 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","149","DR-TC220: Verificar fallo en el registro de paciente con método HTTP incorrecto GET","tests.Patient","Mon Nov 10 20:48:58 UTC 2025","skipped","Mon Nov 10 20:48:58 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1062","DR-TC46: Verificar rechazo en la creación de profesional con profession excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:22 UTC 2025","skipped","Mon Nov 10 20:51:24 UTC 2025","","test_DR_US_02_POST_professional","",""
"","204","DR-TC88: Verificar actualización exitosa de un profesional modificando solo el campo dni","tests.Professional","Mon Nov 10 20:51:53 UTC 2025","passed","Mon Nov 10 20:51:53 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","212","DR-TC19: Verificar que no se pueda registrar un profesional sin country","tests.Professional","Mon Nov 10 20:51:08 UTC 2025","passed","Mon Nov 10 20:51:08 UTC 2025","","test_DR_US_02_POST_professional","",""
"","229","DR-TC296: Verificar rechazo en actualizar un paciente con last_name excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:32 UTC 2025","skipped","Mon Nov 10 20:50:32 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","305","DR-TC03: Verificar login fallido con usuario inválido","tests.Login","Mon Nov 10 20:47:50 UTC 2025","passed","Mon Nov 10 20:47:50 UTC 2025","","test_DR_US_01_Login","",""
"","262","DR-TC303: Verificar rechazo en actualizar un paciente con ref_number_2 excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:40 UTC 2025","skipped","Mon Nov 10 20:50:40 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","241","DR-TC300: Verificar rechazo en actualizar un paciente con country excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:48 UTC 2025","skipped","Mon Nov 10 20:50:48 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC189: Verificar que no se complete el registro de un paciente con solo caracteres especiales en mother_name","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1850","DR-TC183: Verificar que se puede registrar un paciente con country Flap izquierdo","tests.Patient","Mon Nov 10 20:48:16 UTC 2025","passed","Mon Nov 10 20:48:18 UTC 2025","","test_DR_US_06_POST_patient","",""
"","176","DR-TC73: Verificar obtención de datos de un profesional por ID","tests.Professional","Mon Nov 10 20:51:39 UTC 2025","passed","Mon Nov 10 20:51:40 UTC 2025","","test_DR_US_03_GET_professional","",""
"","0","DR-TC26: Verificar que no se complete el registro de un profesional con solo caracteres especiales en first_name","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC154: Verificar que no se pueda actualizar un profesional con specialty con caracteres especiales","tests.Professional","Mon Nov 10 20:52:47 UTC 2025","skipped","Mon Nov 10 20:52:47 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC269: Verificar que no se pueda actualizar un paciente con last_name con un valor de solo espacios","tests.Patient","Mon Nov 10 20:49:54 UTC 2025","skipped","Mon Nov 10 20:49:54 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC114: Verificar que no se pueda actualizar un profesional con first_name con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:31 UTC 2025","skipped","Mon Nov 10 20:52:31 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC187: Verificar que no se complete el registro de un paciente con solo caracteres especiales en last_name","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","169","DR-TC78: Verificar que no se pueda obtener la lista de profesionales con token sin permisos","tests.Professional","Mon Nov 10 20:51:40 UTC 2025","passed","Mon Nov 10 20:51:41 UTC 2025","","test_DR_US_03_GET_professional","",""
"","2069","DR-TC182: Verificar que se puede registrar un paciente con country República Dominicana","tests.Patient","Mon Nov 10 20:48:14 UTC 2025","passed","Mon Nov 10 20:48:16 UTC 2025","","test_DR_US_06_POST_patient","",""
"","531","DR-TC166: Verificar que no se pueda registrar un paciente sin first_name","tests.Patient","Mon Nov 10 20:47:57 UTC 2025","passed","Mon Nov 10 20:47:58 UTC 2025","","test_DR_US_06_POST_patient","",""
"","150","DR-TC50: Verificar fallo en el registro de profesional con método HTTP incorrecto GET","tests.Professional","Mon Nov 10 20:51:27 UTC 2025","skipped","Mon Nov 10 20:51:27 UTC 2025","","test_DR_US_02_POST_professional","",""
"","209","DR-TC130: Verificar que no se pueda actualizar un profesional con personal_email con un valor inválido","tests.Professional","Mon Nov 10 20:52:59 UTC 2025","skipped","Mon Nov 10 20:53:00 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","221","DR-TC311: Verificar que no se pueda actualizar un paciente sin autenticación","tests.Patient","Mon Nov 10 20:50:52 UTC 2025","passed","Mon Nov 10 20:50:53 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","206","DR-TC241: Verificar actualización exitosa de un paciente modificando solo el campo province","tests.Patient","Mon Nov 10 20:49:13 UTC 2025","passed","Mon Nov 10 20:49:13 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC224: Verificar que no se registre un paciente con country inválido Brasil","tests.Patient","Mon Nov 10 20:48:33 UTC 2025","skipped","Mon Nov 10 20:48:33 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1952","DR-TC178: Verificar que se puede registrar un paciente con sex femenino","tests.Patient","Mon Nov 10 20:48:06 UTC 2025","passed","Mon Nov 10 20:48:08 UTC 2025","","test_DR_US_06_POST_patient","",""
"","227","DR-TC84: Verificar actualización exitosa de un profesional modificando solo el campo date_of_birth","tests.Professional","Mon Nov 10 20:51:47 UTC 2025","passed","Mon Nov 10 20:51:47 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1057","DR-TC47: Verificar rechazo en la creación de profesional con specialty excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:24 UTC 2025","skipped","Mon Nov 10 20:51:25 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1","DR-TC57: Verificar que no se complete el registro de un profesional con solo caracteres especiales en specialty","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","186","DR-TC149: Verificar que no se pueda actualizar un profesional sin autenticación","tests.Professional","Mon Nov 10 20:53:26 UTC 2025","passed","Mon Nov 10 20:53:26 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","182","DR-TC286: Verificar que no se pueda actualizar un paciente con date_of_birth con formato inválido aaaa/dd/mm","tests.Patient","Mon Nov 10 20:50:17 UTC 2025","passed","Mon Nov 10 20:50:18 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC58: Verificar que no se complete el registro de un profesional con solo caracteres especiales en city","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","223","DR-TC307: Verificar rechazo en actualizar un paciente con address excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:45 UTC 2025","skipped","Mon Nov 10 20:50:45 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","235","DR-TC24: Verificar que no se pueda registrar un profesional sin specialty","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","passed","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","238","DR-TC251: Verificar que se pueda actualizar un paciente con country México","tests.Patient","Mon Nov 10 20:49:28 UTC 2025","passed","Mon Nov 10 20:49:28 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","184","DR‑TC120: Verificar que no se pueda actualizar un profesional con date_of_birth con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:38 UTC 2025","passed","Mon Nov 10 20:52:39 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1842","DR-TC175: Verificar que no se pueda registrar un paciente sin fissure_type","tests.Patient","Mon Nov 10 20:48:02 UTC 2025","skipped","Mon Nov 10 20:48:03 UTC 2025","","test_DR_US_06_POST_patient","",""
"","235","DR-TC291: Verificar que no se pueda actualizar un paciente con dni con un valor inválido","tests.Patient","Mon Nov 10 20:50:25 UTC 2025","skipped","Mon Nov 10 20:50:25 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1018","DR-TC71: Verificar que se puede registrar un profesional con country Brasil","tests.Professional","Mon Nov 10 20:51:38 UTC 2025","passed","Mon Nov 10 20:51:39 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1121","DR-TC36: Verificar rechazo en la creación de profesional con first_name excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:14 UTC 2025","skipped","Mon Nov 10 20:51:15 UTC 2025","","test_DR_US_02_POST_professional","",""
"","200","DR-TC110: Verificar que no se pueda actualizar un profesional con phone con un valor vacio","tests.Professional","Mon Nov 10 20:52:25 UTC 2025","passed","Mon Nov 10 20:52:25 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","216","DR-TC17: Verificar que no se pueda registrar un profesional sin date_of_birth","tests.Professional","Mon Nov 10 20:51:07 UTC 2025","passed","Mon Nov 10 20:51:07 UTC 2025","","test_DR_US_02_POST_professional","",""
"","202","DR-TC107: Verificar que no se pueda actualizar un profesional con country con un valor vacio","tests.Professional","Mon Nov 10 20:52:20 UTC 2025","passed","Mon Nov 10 20:52:21 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1857","DR-TC215: Verificar rechazo en la creación de paciente con address excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:50 UTC 2025","skipped","Mon Nov 10 20:48:51 UTC 2025","","test_DR_US_06_POST_patient","",""
"","174","DR-TC233: Verificar fallo en obtención de lista de pacientes con método HTTP incorrecto DELETE","tests.Patient","Mon Nov 10 20:49:01 UTC 2025","passed","Mon Nov 10 20:49:01 UTC 2025","","test_DR_US_07_GET_patient","",""
"","1845","DR-TC184: Verificar que se puede registrar un paciente con country Flap Bilateral","tests.Patient","Mon Nov 10 20:48:18 UTC 2025","passed","Mon Nov 10 20:48:20 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1025","DR-TC14: Verificar registro de profesional únicamente con los campos obligatorios","tests.Professional","Mon Nov 10 20:51:06 UTC 2025","passed","Mon Nov 10 20:51:07 UTC 2025","","test_DR_US_02_POST_professional","",""
"","177","DR-TC08: Verificar login fallido con credenciales que exceden longitud máxima","tests.Login","Mon Nov 10 20:47:52 UTC 2025","passed","Mon Nov 10 20:47:52 UTC 2025","","test_DR_US_01_Login","",""
"","233","DR-TC109: Verificar que no se pueda actualizar un profesional con personal_email con un valor vacio","tests.Professional","Mon Nov 10 20:52:23 UTC 2025","passed","Mon Nov 10 20:52:24 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","261","DR-TC301: Verificar rechazo en actualizar un paciente con dni excediendo longitud máxima","tests.Patient","Mon Nov 10 20:50:37 UTC 2025","skipped","Mon Nov 10 20:50:37 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC60: Verificar que no se complete el registro de un profesional con solo caracteres especiales en address","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","191","DR-TC152: Verificar que no se pueda actualizar un profesional con date_of_birth con formato inválido aaaa/dd/mm","tests.Professional","Mon Nov 10 20:52:54 UTC 2025","passed","Mon Nov 10 20:52:54 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR‑TC127: Verificar que no se pueda actualizar un profesional con date_of_birth a una fecha futura","tests.Professional","Mon Nov 10 20:52:55 UTC 2025","skipped","Mon Nov 10 20:52:55 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1679","DR-TC193: Verificar que no se registre un paciente con dni inválido","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:24 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC156: Verificar que no se pueda actualizar un profesional con province con caracteres especiales","tests.Professional","Mon Nov 10 20:52:50 UTC 2025","skipped","Mon Nov 10 20:52:50 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","374","DR-TC322: Verificar registro fotográfico fallido con ID que no existe","tests.Patient","Mon Nov 10 20:51:02 UTC 2025","passed","Mon Nov 10 20:51:03 UTC 2025","","test_DR_US_10_POST_patient_photographic_record","",""
"","522","DR-TC168: Verificar que no se pueda registrar un paciente sin date_of_birth","tests.Patient","Mon Nov 10 20:47:59 UTC 2025","passed","Mon Nov 10 20:47:59 UTC 2025","","test_DR_US_06_POST_patient","",""
"","196","DR-TC258: Verificar que no se pueda actualizar un paciente con last_name con un valor vacio","tests.Patient","Mon Nov 10 20:49:38 UTC 2025","passed","Mon Nov 10 20:49:38 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1","DR-TC157: Verificar que no se pueda actualizar un profesional con address con caracteres especiales","tests.Professional","Mon Nov 10 20:52:51 UTC 2025","skipped","Mon Nov 10 20:52:51 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","231","DR-TC89: Verificar actualización exitosa de un profesional modificando solo el campo personal_email","tests.Professional","Mon Nov 10 20:51:54 UTC 2025","passed","Mon Nov 10 20:51:54 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC117: Verificar que no se pueda actualizar un profesional con phone con un valor de solo espacios","tests.Professional","Mon Nov 10 20:52:35 UTC 2025","skipped","Mon Nov 10 20:52:35 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","171","DR-TC327: Verificar que no se pueda obtener el registro fotográfico de un paciente con ID que no existente","tests.Patient","Mon Nov 10 20:51:04 UTC 2025","skipped","Mon Nov 10 20:51:04 UTC 2025","","test_DR_US_11_GET_patient_photographic_record","",""
"","195","DR-TC104: Verificar que no se pueda actualizar un profesional con last_name con un valor vacio","tests.Professional","Mon Nov 10 20:52:16 UTC 2025","passed","Mon Nov 10 20:52:16 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1825","DR-TC214: Verificar rechazo en la creación de paciente con province excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:48 UTC 2025","skipped","Mon Nov 10 20:48:50 UTC 2025","","test_DR_US_06_POST_patient","",""
"","291","DR-TC231: Verificar que no se pueda obtener la lista de pacientes con token invalido","tests.Patient","Mon Nov 10 20:49:00 UTC 2025","passed","Mon Nov 10 20:49:01 UTC 2025","","test_DR_US_07_GET_patient","",""
